cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,256,4608,4096,18,0,22.0975,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,437.32,1008.36,0.0
256,512,4608,4096,18,0,30.1645,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,640.73,851.67,0.0
256,1024,4608,4096,18,0,46.7637,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,826.6,695.11,0.0
256,2048,4608,4096,0,0,75.7426,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1020.69,609.13,0.0
256,4096,4608,4096,0,0,121.8461,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1268.97,602.4,0.0
256,8192,4608,4096,0,0,213.5746,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1447.91,598.98,0.0
256,16384,4608,4096,0,0,401.978,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1538.58,589.53,0.0
256,32768,4608,4096,0,0,812.555,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1522.3,560.06,0.0
256,1,4096,4096,8,0,14.2119,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.36,1181.37,0.0
256,2,4096,4096,8,0,14.3028,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.69,1174.72,0.0
256,4,4096,4096,8,0,14.4725,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,9.27,1162.64,0.0
256,8,4096,4096,8,0,14.6406,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,18.34,1152.65,0.0
256,16,4096,4096,8,0,13.071,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,41.07,1298.59,0.0
256,32,4096,4096,8,0,13.0801,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,82.09,1312.71,0.0
256,64,4096,4096,8,0,13.035,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,164.75,1347.42,0.0
256,128,4096,4096,7,0,14.1356,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,303.84,1298.15,0.0
256,256,4096,4096,18,0,14.7464,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,582.51,1351.04,0.0
256,512,4096,4096,18,0,22.456,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,765.05,1027.28,0.0
256,1024,4096,4096,0,0,33.1894,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1035.26,884.62,0.0
256,2048,4096,4096,0,0,57.2207,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1200.95,733.0,0.0
256,4096,4096,4096,0,0,106.3084,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1292.83,631.27,0.0
256,8192,4096,4096,0,0,194.5345,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1413.0,603.7,0.0
256,16384,4096,4096,0,0,364.2854,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1509.13,598.72,0.0
256,32768,4096,4096,0,0,719.6458,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1527.85,582.83,0.0
256,1,2304,4096,8,0,14.6639,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.29,644.16,0.0
256,2,2304,4096,8,0,14.7415,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.56,641.36,0.0
256,4,2304,4096,8,0,14.7919,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.1,640.35,0.0
256,8,2304,4096,8,0,15.0027,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.06,633.67,0.0
256,16,2304,4096,8,0,13.4139,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,22.51,713.92,0.0
256,32,2304,4096,8,0,13.4303,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,44.97,723.42,0.0
256,64,2304,4096,8,0,13.1631,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,91.77,759.26,0.0
256,128,2304,4096,7,0,14.3391,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,168.48,735.84,0.0
256,256,2304,4096,18,0,14.5232,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,332.7,803.23,0.0
256,512,2304,4096,18,0,21.4714,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,450.07,647.08,0.0
256,1024,2304,4096,18,0,29.5816,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,653.36,620.32,0.0
256,2048,2304,4096,18,0,46.8727,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,824.67,581.64,0.0
256,4096,2304,4096,0,0,76.6798,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1008.21,588.01,0.0
256,8192,2304,4096,0,0,121.6456,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1271.06,663.73,0.0
256,16384,2304,4096,0,0,216.8886,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1425.79,701.02,0.0
256,32768,2304,4096,0,0,420.2109,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1471.82,701.2,0.0
256,1,4096,2048,8,0,9.3063,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.8,902.49,0.0
256,2,4096,2048,8,0,9.5109,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.53,884.15,0.0
256,4,4096,2048,8,0,8.735,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,7.68,965.03,0.0
256,8,4096,2048,8,0,8.2411,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,16.29,1027.84,0.0
256,16,4096,2048,7,0,8.6091,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,31.18,993.42,0.0
256,32,4096,2048,8,0,8.7267,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,61.52,998.81,0.0
256,64,4096,2048,8,0,8.1594,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,131.6,1108.41,0.0
256,128,4096,2048,8,0,8.863,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,242.3,1094.36,0.0
256,256,4096,2048,12,0,9.5238,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,450.97,1156.06,0.0
256,512,4096,2048,18,0,13.288,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,646.44,1025.85,0.0
256,1024,4096,2048,0,0,19.7473,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,869.99,955.79,0.0
256,2048,4096,2048,0,0,32.2941,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1063.96,909.15,0.0
256,4096,4096,2048,0,0,58.8068,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1168.56,855.88,0.0
256,8192,4096,2048,0,0,109.497,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1255.18,842.71,0.0
256,16384,4096,2048,0,0,202.4945,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1357.46,869.95,0.0
256,32768,4096,2048,0,0,388.4541,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1415.24,885.39,0.0
256,1,1280,4096,8,0,14.2811,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.73,367.59,0.0
256,2,1280,4096,8,0,14.3901,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.46,365.26,0.0
256,4,1280,4096,8,0,14.546,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.88,362.26,0.0
256,8,1280,4096,8,0,14.7363,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.69,359.39,0.0
256,16,1280,4096,8,0,13.0574,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,12.85,409.68,0.0
256,32,1280,4096,8,0,13.1831,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,25.45,413.85,0.0
256,64,1280,4096,8,0,12.7852,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,52.49,443.39,0.0
256,128,1280,4096,8,0,12.3771,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,108.44,492.43,0.0
256,256,1280,4096,7,0,14.1187,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,190.13,492.03,0.0
256,512,1280,4096,18,0,14.437,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,371.87,599.21,0.0
256,1024,1280,4096,18,0,21.1129,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,508.57,571.15,0.0
256,2048,1280,4096,18,0,29.9846,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,716.2,629.47,0.0
256,4096,1280,4096,2,0,48.2704,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,889.77,673.41,0.0
256,8192,1280,4096,0,0,76.6487,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1120.69,779.78,0.0
256,16384,1280,4096,0,0,136.4601,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1258.97,837.57,0.0
256,32768,1280,4096,0,0,242.3387,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1417.84,921.63,0.0
256,1,4096,1024,8,0,4.9627,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.69,847.02,0.0
256,2,4096,1024,8,0,5.1334,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.27,820.65,0.0
256,4,4096,1024,8,0,4.8484,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,6.92,872.69,0.0
256,8,4096,1024,8,0,5.5786,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,12.03,765.07,0.0
256,16,4096,1024,8,0,4.5013,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,29.82,964.56,0.0
256,32,4096,1024,8,0,4.6213,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,58.09,971.42,0.0
256,64,4096,1024,7,0,5.4239,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,98.98,882.05,0.0
256,128,4096,1024,7,0,5.2693,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,203.77,1019.86,0.0
256,256,4096,1024,18,0,5.954,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,360.68,1100.71,0.0
256,512,4096,1024,18,0,9.0362,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,475.31,986.35,0.0
256,1024,4096,1024,0,0,12.8939,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,666.2,1057.2,0.0
256,2048,4096,1024,0,0,21.0543,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,815.98,1095.68,0.0
256,4096,4096,1024,0,0,38.2567,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,898.14,1096.36,0.0
256,8192,4096,1024,0,0,67.679,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1015.37,1177.5,0.0
256,16384,4096,1024,0,0,124.7445,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1101.76,1244.06,0.0
256,32768,4096,1024,0,0,237.0386,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1159.63,1291.71,0.0
